date,M1: realised_demand,M2: scheduled_demand,M3: shifted_load,M4: total_generation,M5: savings_on_ToD,M6: energy_costs
2021-10-18,"{'hh3_consumption [kWh]_1': 31.82099535442629, 'hh3_consumption [kWh]_2': 31.89456453641651, 'Office 1_3': 664.9672, 'Office 2_5': 557.3344, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 447815.2831537526}","{'hh3_consumption [kWh]_1': 31.82099535442629, 'hh3_consumption [kWh]_2': 31.89456453641651, 'Office 1_3': 1725.9, 'Office 2_5': 1268.5, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 447815.2831537526}","{""hh3_consumption [kWh]_1"": 0.27542057420381916, ""hh3_consumption [kWh]_2"": 0.2329932153195502, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 47.51848262661028, ""EV_bus_charging_station_8"": 7773.508912694771}","{""<class 'model.agents.Solar'>"": 152763.93839999998}","{""hh3_consumption [kWh]_1"": 0.1113745717965404, ""hh3_consumption [kWh]_2"": 0.09421779641091971, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.215524004548666, ""EV_bus_charging_station_8"": 3143.4515341155115}","{""hh3_consumption [kWh]_1"": 13.773582320600987, ""hh3_consumption [kWh]_2"": 13.80333222641419, ""Office 1_3"": 269.8052445551781, ""Office 2_5"": 226.28069289117806, ""school_mbo_7"": 787.2294578858447, ""EV_bus_charging_station_8"": 181088.45000993367}"
2021-10-19,"{'hh3_consumption [kWh]_1': 31.85122323951495, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 771.35992, 'Office 2_5': 460.83984, 'school_mbo_7': 2512.8835340597225, 'EV_bus_charging_station_8': 408886.36415881064}","{'hh3_consumption [kWh]_1': 31.85122323951495, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 1739.7, 'Office 2_5': 979.0, 'school_mbo_7': 2512.8835340597225, 'EV_bus_charging_station_8': 408886.36415881064}","{""hh3_consumption [kWh]_1"": 0.19526238100453286, ""hh3_consumption [kWh]_2"": 0.2329932153195502, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 66.88990468995269, ""EV_bus_charging_station_8"": 8046.76099388747}","{""<class 'model.agents.Solar'>"": 138890.70023999998}","{""hh3_consumption [kWh]_1"": 0.078960201630613, ""hh3_consumption [kWh]_2"": 0.09421779641091971, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 27.048939658523068, ""EV_bus_charging_station_8"": 3253.949210708215}","{""hh3_consumption [kWh]_1"": 13.785805872773137, ""hh3_consumption [kWh]_2"": 13.807294413458658, ""Office 1_3"": 312.8283326687781, ""Office 2_5"": 187.2602227183781, ""school_mbo_7"": 1017.0656517222487, ""EV_bus_charging_station_8"": 165346.37374675903}"
2021-10-20,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 685.0521600000001, 'Office 2_5': 475.30431999999996, 'school_mbo_7': 2503.7141202048138, 'EV_bus_charging_station_8': 435953.34787974576}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 1651.6, 'Office 2_5': 990.0, 'school_mbo_7': 2503.7141202048138, 'EV_bus_charging_station_8': 435953.34787974576}","{""hh3_consumption [kWh]_1"": 0.19526238100453286, ""hh3_consumption [kWh]_2"": 0.2329932153195502, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 51.02669063272032, ""EV_bus_charging_station_8"": 6113.632054475085}","{""<class 'model.agents.Solar'>"": 117938.48352}","{""hh3_consumption [kWh]_1"": 0.078960201630613, ""hh3_consumption [kWh]_2"": 0.09421779641091971, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 20.634173158059443, ""EV_bus_charging_station_8"": 2472.230530188635}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 277.92720067997806, ""Office 2_5"": 193.10936914077809, ""school_mbo_7"": 1013.3577241476006, ""EV_bus_charging_station_8"": 176291.72062383077}"
2021-10-21,"{'hh3_consumption [kWh]_1': 21.163052421841584, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 574.31496, 'Office 2_5': 552.92992, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 378535.60751415975}","{'hh3_consumption [kWh]_1': 21.163052421841584, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 1542.4, 'Office 2_5': 1326.6999999999998, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 378535.60751415975}","{""hh3_consumption [kWh]_1"": 0.21215564193989844, ""hh3_consumption [kWh]_2"": 0.2329932153195502, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 51.02669063272032, ""EV_bus_charging_station_8"": 2516.8375424301958}","{""<class 'model.agents.Solar'>"": 127593.13511999999}","{""hh3_consumption [kWh]_1"": 0.08579149848765613, ""hh3_consumption [kWh]_2"": 0.09421779641091971, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 20.634173158059443, ""EV_bus_charging_station_8"": 1017.7587654079226}","{""hh3_consumption [kWh]_1"": 9.463723357522381, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 233.1472917439781, ""Office 2_5"": 224.49960926877807, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 153073.1347747951}"
2021-10-22,"{'hh3_consumption [kWh]_1': 20.993871277458275, 'hh3_consumption [kWh]_2': 21.110637799498186, 'Office 1_3': 693.4504, 'Office 2_5': 565.9007999999999, 'school_mbo_7': 2533.691285586551, 'EV_bus_charging_station_8': 392400.0}","{'hh3_consumption [kWh]_1': 20.993871277458275, 'hh3_consumption [kWh]_2': 21.110637799498186, 'Office 1_3': 1641.0, 'Office 2_5': 1317.9, 'school_mbo_7': 2533.691285586551, 'EV_bus_charging_station_8': 392400.0}","{""hh3_consumption [kWh]_1"": 0.2309023453649819, ""hh3_consumption [kWh]_2"": 0.15369468637378536, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 52.948893170766155, ""EV_bus_charging_station_8"": 2516.8375424301958}","{""<class 'model.agents.Solar'>"": 165062.6088}","{""hh3_consumption [kWh]_1"": 0.09337229041869138, ""hh3_consumption [kWh]_2"": 0.062151057275831326, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 21.41147342039442, ""EV_bus_charging_station_8"": 1017.7587654079226}","{""hh3_consumption [kWh]_1"": 9.39530988635666, ""hh3_consumption [kWh]_2"": 9.442527932539157, ""Office 1_3"": 281.3232809711781, ""Office 2_5"": 229.74477372317807, ""school_mbo_7"": 1025.4798902846674, ""EV_bus_charging_station_8"": 158679.6178082192}"
2021-10-23,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.03651952904571, 'Office 1_3': 321.9584, 'Office 2_5': 300.6168, 'school_mbo_7': 2510.111330902896, 'EV_bus_charging_station_8': 381341.5929618635}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.03651952904571, 'Office 1_3': 519.0999999999999, 'Office 2_5': 382.5, 'school_mbo_7': 2510.111330902896, 'EV_bus_charging_station_8': 381341.5929618635}","{""hh3_consumption [kWh]_1"": 0.2309023453649819, ""hh3_consumption [kWh]_2"": 0.23987767728348652, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 42.792662759227994, ""EV_bus_charging_station_8"": 4611.388028258836}","{""<class 'model.agents.Solar'>"": 149741.16480000003}","{""hh3_consumption [kWh]_1"": 0.09337229041869138, ""hh3_consumption [kWh]_2"": 0.09700173513989628, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.304496966576615, ""EV_bus_charging_station_8"": 1864.7530908673082}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.412555986333585, ""Office 1_3"": 131.0993460111781, ""Office 2_5"": 122.46922980317808, ""school_mbo_7"": 1015.9446282096912, ""EV_bus_charging_station_8"": 154207.81917013758}"
2021-10-24,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.05414441666096, 'Office 1_3': 248.1816, 'Office 2_5': 296.02328, 'school_mbo_7': 1928.4772569865877, 'EV_bus_charging_station_8': 386880.0}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.05414441666096, 'Office 1_3': 368.80000000000007, 'Office 2_5': 354.2, 'school_mbo_7': 1928.4772569865877, 'EV_bus_charging_station_8': 386880.0}","{""hh3_consumption [kWh]_1"": 0.2309023453649819, ""hh3_consumption [kWh]_2"": 0.1773394671647892, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.38561501604693, ""EV_bus_charging_station_8"": 4611.388028258836}","{""<class 'model.agents.Solar'>"": 108831.11520000001}","{""hh3_consumption [kWh]_1"": 0.09337229041869138, ""hh3_consumption [kWh]_2"": 0.07171253373209746, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.353035000189056, ""EV_bus_charging_station_8"": 1864.7530908673082}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.41968313838744, ""Office 1_3"": 101.2654836271781, ""Office 2_5"": 120.6117021855781, ""school_mbo_7"": 780.7434413994143, ""EV_bus_charging_station_8"": 156447.4402082192}"
2021-10-25,"{'hh3_consumption [kWh]_1': 31.901994032924705, 'hh3_consumption [kWh]_2': 31.82124337088532, 'Office 1_3': 720.21832, 'Office 2_5': 683.7366399999999, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 424800.0}","{'hh3_consumption [kWh]_1': 31.901994032924705, 'hh3_consumption [kWh]_2': 31.82124337088532, 'Office 1_3': 1651.5, 'Office 2_5': 1334.1999999999998, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 424800.0}","{""hh3_consumption [kWh]_1"": 0.1697048266251593, ""hh3_consumption [kWh]_2"": 0.3506958998705687, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.38561501604693, ""EV_bus_charging_station_8"": 4611.388028258836}","{""<class 'model.agents.Solar'>"": 62516.16503999999}","{""hh3_consumption [kWh]_1"": 0.06862523779068191, ""hh3_consumption [kWh]_2"": 0.14181440798966058, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.353035000189056, ""EV_bus_charging_station_8"": 1864.7530908673082}","{""hh3_consumption [kWh]_1"": 13.806336566212176, ""hh3_consumption [kWh]_2"": 13.773682613496689, ""Office 1_3"": 292.1476924607781, ""Office 2_5"": 277.39523070237806, ""school_mbo_7"": 787.2294578858447, ""EV_bus_charging_station_8"": 171781.5298082192}"
2021-10-26,"{'hh3_consumption [kWh]_1': 31.904362713983325, 'hh3_consumption [kWh]_2': 31.799030303578213, 'Office 1_3': 715.6299200000001, 'Office 2_5': 502.35983999999996, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 368040.0}","{'hh3_consumption [kWh]_1': 31.904362713983325, 'hh3_consumption [kWh]_2': 31.799030303578213, 'Office 1_3': 1632.6, 'Office 2_5': 1078.1999999999998, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 368040.0}","{""hh3_consumption [kWh]_1"": 0.1697048266251593, ""hh3_consumption [kWh]_2"": 0.3365136555060486, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.38561501604693, ""EV_bus_charging_station_8"": 4611.388028258836}","{""<class 'model.agents.Solar'>"": 98247.57024}","{""hh3_consumption [kWh]_1"": 0.06862523779068191, ""hh3_consumption [kWh]_2"": 0.13607939201353594, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.353035000189056, ""EV_bus_charging_station_8"": 1864.7530908673082}","{""hh3_consumption [kWh]_1"": 13.807294413458658, ""hh3_consumption [kWh]_2"": 13.764700093339043, ""Office 1_3"": 290.2922352687781, ""Office 2_5"": 204.0500803183781, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 148828.92100821916}"
2021-10-27,"{'hh3_consumption [kWh]_1': 21.085063328903253, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 631.7273600000001, 'Office 2_5': 421.65472, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 433920.0}","{'hh3_consumption [kWh]_1': 21.085063328903253, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 1731.7, 'Office 2_5': 948.5, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 433920.0}","{""hh3_consumption [kWh]_1"": 0.12882704832353942, ""hh3_consumption [kWh]_2"": 0.3365136555060486, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.38561501604693, ""EV_bus_charging_station_8"": 4611.388028258836}","{""<class 'model.agents.Solar'>"": 154527.57792}","{""hh3_consumption [kWh]_1"": 0.05209508180107286, ""hh3_consumption [kWh]_2"": 0.13607939201353594, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.353035000189056, ""EV_bus_charging_station_8"": 1864.7530908673082}","{""hh3_consumption [kWh]_1"": 9.43218612811998, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 256.36371805597804, ""Office 2_5"": 171.41454389277806, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 175469.47540821918}"
2021-10-28,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.011070836920545, 'Office 1_3': 705.84592, 'Office 2_5': 514.7918400000001, 'school_mbo_7': 2532.2348774233333, 'EV_bus_charging_station_8': 439998.94198930054}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.011070836920545, 'Office 1_3': 1647.6, 'Office 2_5': 1066.3000000000002, 'school_mbo_7': 2532.2348774233333, 'EV_bus_charging_station_8': 439998.94198930054}","{""hh3_consumption [kWh]_1"": 0.12882704832353942, ""hh3_consumption [kWh]_2"": 0.28297693883846087, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 56.09792090412628, ""EV_bus_charging_station_8"": 6850.276238882652}","{""<class 'model.agents.Solar'>"": 157155.28223999997}","{""hh3_consumption [kWh]_1"": 0.05209508180107286, ""hh3_consumption [kWh]_2"": 0.11443021452749681, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 22.684877255210587, ""EV_bus_charging_station_8"": 2770.114705479367}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.402265044212012, ""Office 1_3"": 286.3357813487781, ""Office 2_5"": 209.07733247837808, ""school_mbo_7"": 1024.8909479516253, ""EV_bus_charging_station_8"": 177927.67796985255}"
2021-10-29,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.035183440862802, 'Office 1_3': 677.6156, 'Office 2_5': 452.9312, 'school_mbo_7': 2514.8972733494675, 'EV_bus_charging_station_8': 418564.43017435446}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.035183440862802, 'Office 1_3': 1593.8000000000002, 'Office 2_5': 961.6999999999999, 'school_mbo_7': 2514.8972733494675, 'EV_bus_charging_station_8': 418564.43017435446}","{""hh3_consumption [kWh]_1"": 0.12882704832353942, ""hh3_consumption [kWh]_2"": 0.16915754589583787, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 34.61981278309514, ""EV_bus_charging_station_8"": 6841.295791370707}","{""<class 'model.agents.Solar'>"": 114148.0932}","{""hh3_consumption [kWh]_1"": 0.05209508180107286, ""hh3_consumption [kWh]_2"": 0.06840392840935892, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.999559893228014, ""EV_bus_charging_station_8"": 2766.4831921144864}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.41201569899418, ""Office 1_3"": 274.92000454717805, ""Office 2_5"": 184.06212687517808, ""school_mbo_7"": 1017.8799676162356, ""EV_bus_charging_station_8"": 169259.99008212466}"
2021-10-30,"{'hh3_consumption [kWh]_1': 21.10945414650253, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 256.09896000000003, 'Office 2_5': 308.69792, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 442546.95383561664}","{'hh3_consumption [kWh]_1': 21.10945414650253, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 407.80000000000007, 'Office 2_5': 431.0, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 442546.95383561664}","{""hh3_consumption [kWh]_1"": 0.24573418468522568, ""hh3_consumption [kWh]_2"": 0.16915754589583787, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 34.61981278309514, ""EV_bus_charging_station_8"": 6205.916429306548}","{""<class 'model.agents.Solar'>"": 113172.96312}","{""hh3_consumption [kWh]_1"": 0.09936998960301155, ""hh3_consumption [kWh]_2"": 0.06840392840935892, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.999559893228014, ""EV_bus_charging_station_8"": 2509.548485682982}","{""hh3_consumption [kWh]_1"": 9.442049286940772, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 104.46710566397809, ""Office 2_5"": 125.73707310877808, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 178958.04300026584}"
2021-10-31,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.19050043819066, 'Office 1_3': 217.69752, 'Office 2_5': 326.69504000000006, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 412118.60214511724}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.19050043819066, 'Office 1_3': 344.5, 'Office 2_5': 399.4, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 412118.60214511724}","{""hh3_consumption [kWh]_1"": 0.24573418468522568, ""hh3_consumption [kWh]_2"": 0.22860800862729547, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 34.61981278309514, ""EV_bus_charging_station_8"": 5938.36121265409}","{""<class 'model.agents.Solar'>"": 136184.88744000002}","{""hh3_consumption [kWh]_1"": 0.09936998960301155, ""hh3_consumption [kWh]_2"": 0.09244450652870573, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.999559893228014, ""EV_bus_charging_station_8"": 2401.354507173061}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.47482278637362, ""Office 1_3"": 88.9383313567781, ""Office 2_5"": 133.0147484943781, ""school_mbo_7"": 787.2294578858447, ""EV_bus_charging_station_8"": 166653.42614366175}"
2021-11-01,"{'hh3_consumption [kWh]_1': 33.90642582182345, 'hh3_consumption [kWh]_2': 33.94148354012502, 'Office 1_3': 745.4988000000001, 'Office 2_5': 574.8976, 'school_mbo_7': 2089.678292232365, 'EV_bus_charging_station_8': 384704.57109828887}","{'hh3_consumption [kWh]_1': 33.90642582182345, 'hh3_consumption [kWh]_2': 33.94148354012502, 'Office 1_3': 1380.2, 'Office 2_5': 1207.2, 'school_mbo_7': 2089.678292232365, 'EV_bus_charging_station_8': 384704.57109828887}","{""hh3_consumption [kWh]_1"": 0.3809858351481381, ""hh3_consumption [kWh]_2"": 0.22860800862729547, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 43.613172215466165, ""EV_bus_charging_station_8"": 5302.379100564744}","{""<class 'model.agents.Solar'>"": 79870.8636}","{""hh3_consumption [kWh]_1"": 0.1910186780265735, ""hh3_consumption [kWh]_2"": 0.11461948336555339, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 21.86677228539042, ""EV_bus_charging_station_8"": 2658.5068334411512}","{""hh3_consumption [kWh]_1"": 17.905811997723916, ""hh3_consumption [kWh]_2"": 17.923389236525963, ""Office 1_3"": 374.683996563178, ""Office 2_5"": 289.1479669071781, ""school_mbo_7"": 1048.6287103786412, ""EV_bus_charging_station_8"": 192884.08366547924}"
2021-11-02,"{'hh3_consumption [kWh]_1': 33.94148354012502, 'hh3_consumption [kWh]_2': 33.98109569214512, 'Office 1_3': 922.54072, 'Office 2_5': 738.38144, 'school_mbo_7': 2626.238780843728, 'EV_bus_charging_station_8': 408360.0}","{'hh3_consumption [kWh]_1': 33.94148354012502, 'hh3_consumption [kWh]_2': 33.98109569214512, 'Office 1_3': 1676.3000000000002, 'Office 2_5': 1461.6000000000001, 'school_mbo_7': 2626.238780843728, 'EV_bus_charging_station_8': 408360.0}","{""hh3_consumption [kWh]_1"": 0.3809858351481381, ""hh3_consumption [kWh]_2"": 0.3505244708623154, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 53.50957828360964, ""EV_bus_charging_station_8"": 5302.379100564744}","{""<class 'model.agents.Solar'>"": 72569.15784}","{""hh3_consumption [kWh]_1"": 0.1910186780265735, ""hh3_consumption [kWh]_2"": 0.1757459592009477, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 26.8286323598362, ""EV_bus_charging_station_8"": 2658.5068334411512}","{""hh3_consumption [kWh]_1"": 17.923389236525963, ""hh3_consumption [kWh]_2"": 17.943249977305804, ""Office 1_3"": 463.4492744127781, ""Office 2_5"": 371.1154946063781, ""school_mbo_7"": 1317.6494081586059, ""EV_bus_charging_station_8"": 204744.44260821916}"
2021-11-03,"{'hh3_consumption [kWh]_1': 35.399976084671955, 'hh3_consumption [kWh]_2': 35.54277594130824, 'Office 1_3': 692.3977600000001, 'Office 2_5': 449.89552000000003, 'school_mbo_7': 2625.7976190476193, 'EV_bus_charging_station_8': 394680.0}","{'hh3_consumption [kWh]_1': 35.399976084671955, 'hh3_consumption [kWh]_2': 35.54277594130824, 'Office 1_3': 1539.2000000000003, 'Office 2_5': 851.2, 'school_mbo_7': 2625.7976190476193, 'EV_bus_charging_station_8': 394680.0}","{""hh3_consumption [kWh]_1"": 0.3983867596993882, ""hh3_consumption [kWh]_2"": 0.3505244708623154, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 53.50957828360964, ""EV_bus_charging_station_8"": 5302.379100564744}","{""<class 'model.agents.Solar'>"": 90438.00672}","{""hh3_consumption [kWh]_1"": 0.19974315357807926, ""hh3_consumption [kWh]_2"": 0.1757459592009477, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 26.8286323598362, ""EV_bus_charging_station_8"": 2658.5068334411512}","{""hh3_consumption [kWh]_1"": 18.654648228510908, ""hh3_consumption [kWh]_2"": 18.726245220631206, ""Office 1_3"": 348.06019712797803, ""Office 2_5"": 226.4744240367781, ""school_mbo_7"": 1317.428218457273, ""EV_bus_charging_station_8"": 197885.56420821918}"
