date,M1: realised_demand,M2: scheduled_demand,M3: shifted_load,M4: total_generation,M5: savings_on_ToD,M6: energy_costs
2021-09-28,"{'hh3_consumption [kWh]_1': 22.632954915128334, 'hh3_consumption [kWh]_2': 22.743596082517833, 'Office 1_3': 560.6027200000001, 'Office 2_5': 409.80544, 'school_mbo_7': 3010.6529914082485, 'EV_bus_charging_station_8': 435969.9491773682}","{'hh3_consumption [kWh]_1': 22.632954915128334, 'hh3_consumption [kWh]_2': 22.743596082517833, 'Office 1_3': 1679.9, 'Office 2_5': 915.8000000000001, 'school_mbo_7': 3010.6529914082485, 'EV_bus_charging_station_8': 435969.9491773682}","{""hh3_consumption [kWh]_1"": 0.2547472258068051, ""hh3_consumption [kWh]_2"": 0.18832303751518675, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 69.49544591728028, ""EV_bus_charging_station_8"": 9023.53085004419}","{""<class 'model.agents.Solar'>"": 205683.65184}","{""hh3_consumption [kWh]_1"": 0.09251909746851547, ""hh3_consumption [kWh]_2"": 0.06839516076476553, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 25.239356048237852, ""EV_bus_charging_station_8"": 3277.165934119049}","{""hh3_consumption [kWh]_1"": 9.12564478525439, ""hh3_consumption [kWh]_2"": 9.165827444426908, ""Office 1_3"": 204.50550406877807, ""Office 2_5"": 149.73894791837807, ""school_mbo_7"": 1094.3147616388255, ""EV_bus_charging_station_8"": 158336.47195045577}"
2021-09-29,"{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.479623564706596, 'Office 1_3': 524.5691999999999, 'Office 2_5': 488.7384, 'school_mbo_7': 2996.3105, 'EV_bus_charging_station_8': 398891.8358210238}","{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.479623564706596, 'Office 1_3': 1630.4, 'Office 2_5': 1293.6, 'school_mbo_7': 2996.3105, 'EV_bus_charging_station_8': 398891.8358210238}","{""hh3_consumption [kWh]_1"": 0.2547472258068051, ""hh3_consumption [kWh]_2"": 0.19849631202298434, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 69.49544591728028, ""EV_bus_charging_station_8"": 4603.273409842626}","{""<class 'model.agents.Solar'>"": 217606.83239999998}","{""hh3_consumption [kWh]_1"": 0.09251909746851547, ""hh3_consumption [kWh]_2"": 0.07208989060050745, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 25.239356048237852, ""EV_bus_charging_station_8"": 1671.816836986645}","{""hh3_consumption [kWh]_1"": 9.783391711728429, ""hh3_consumption [kWh]_2"": 9.796317905408221, ""Office 1_3"": 191.4188502751781, ""Office 2_5"": 178.4058203311781, ""school_mbo_7"": 1089.1058556091778, ""EV_bus_charging_station_8"": 144870.44274169861}"
2021-09-30,"{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.394433086900182, 'Office 1_3': 419.69536, 'Office 2_5': 366.89072, 'school_mbo_7': 2996.3105, 'EV_bus_charging_station_8': 407736.9549689195}","{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.394433086900182, 'Office 1_3': 1702.8000000000002, 'Office 2_5': 1277.6999999999998, 'school_mbo_7': 2996.3105, 'EV_bus_charging_station_8': 407736.9549689195}","{""hh3_consumption [kWh]_1"": 0.2547472258068051, ""hh3_consumption [kWh]_2"": 0.1663531390723305, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 69.49544591728028, ""EV_bus_charging_station_8"": 6135.174505919156}","{""<class 'model.agents.Solar'>"": 251810.17392}","{""hh3_consumption [kWh]_1"": 0.09251909746851547, ""hh3_consumption [kWh]_2"": 0.060416133048288995, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 25.239356048237852, ""EV_bus_charging_station_8"": 2228.1726770597193}","{""hh3_consumption [kWh]_1"": 9.783391711728429, ""hh3_consumption [kWh]_2"": 9.76537842767849, ""Office 1_3"": 153.33076906397807, ""Office 2_5"": 134.1531799087781, ""school_mbo_7"": 1089.1058556091778, ""EV_bus_charging_station_8"": 148082.81311383136}"
2021-10-01,"{'hh3_consumption [kWh]_1': 20.999750115841373, 'hh3_consumption [kWh]_2': 21.192318170334644, 'Office 1_3': 460.79096, 'Office 2_5': 277.98192, 'school_mbo_7': 2532.6746637454958, 'EV_bus_charging_station_8': 399360.0}","{'hh3_consumption [kWh]_1': 20.999750115841373, 'hh3_consumption [kWh]_2': 21.192318170334644, 'Office 1_3': 796.0999999999999, 'Office 2_5': 490.80000000000007, 'school_mbo_7': 2532.6746637454958, 'EV_bus_charging_station_8': 399360.0}","{""hh3_consumption [kWh]_1"": 0.22079868911740164, ""hh3_consumption [kWh]_2"": 0.2347248842221219, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 40.31335189139622, ""EV_bus_charging_station_8"": 6135.174505919156}","{""<class 'model.agents.Solar'>"": 182898.02711999998}","{""hh3_consumption [kWh]_1"": 0.08928657390529487, ""hh3_consumption [kWh]_2"": 0.09491804868174164, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.301913237842804, ""EV_bus_charging_station_8"": 2480.9418667035884}","{""hh3_consumption [kWh]_1"": 9.397687171022016, ""hh3_consumption [kWh]_2"": 9.475557840898004, ""Office 1_3"": 187.24045662397808, ""Office 2_5"": 113.31613702877809, ""school_mbo_7"": 1025.0687887445818, ""EV_bus_charging_station_8"": 161494.1026082192}"
2021-10-02,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.06918128495063, 'Office 1_3': 810.59888, 'Office 2_5': 676.59776, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 430378.1748853326}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.06918128495063, 'Office 1_3': 1632.2000000000003, 'Office 2_5': 1540.5, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 430378.1748853326}","{""hh3_consumption [kWh]_1"": 0.22079868911740164, ""hh3_consumption [kWh]_2"": 0.21099182209079403, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 40.31335189139622, ""EV_bus_charging_station_8"": 5930.765416005466}","{""<class 'model.agents.Solar'>"": 142321.86336}","{""hh3_consumption [kWh]_1"": 0.08928657390529487, ""hh3_consumption [kWh]_2"": 0.08532087301707529, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.301913237842804, ""EV_bus_charging_station_8"": 2398.2829189242907}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.425763747186418, ""Office 1_3"": 328.6957833135781, ""Office 2_5"": 274.50841040797803, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 174037.23216835}"
2021-10-03,"{'hh3_consumption [kWh]_1': 21.19880268668446, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 808.42944, 'Office 2_5': 491.45888, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 370064.0435823534}","{'hh3_consumption [kWh]_1': 21.19880268668446, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 1713.9, 'Office 2_5': 1180.5, 'school_mbo_7': 1944.5166666666667, 'EV_bus_charging_station_8': 370064.0435823534}","{""hh3_consumption [kWh]_1"": 0.23851943517927898, ""hh3_consumption [kWh]_2"": 0.21099182209079403, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 40.31335189139622, ""EV_bus_charging_station_8"": 5576.534873867262}","{""<class 'model.agents.Solar'>"": 133663.05168}","{""hh3_consumption [kWh]_1"": 0.09645248919779685, ""hh3_consumption [kWh]_2"": 0.08532087301707529, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.301913237842804, ""EV_bus_charging_station_8"": 2255.0391722944437}","{""hh3_consumption [kWh]_1"": 9.478180049619544, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 327.8185051663781, ""Office 2_5"": 199.64195011357808, ""school_mbo_7"": 787.2294578858447, ""EV_bus_charging_station_8"": 149647.40375205126}"
2021-10-04,"{'hh3_consumption [kWh]_1': 31.972147444285227, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 285.40927999999997, 'Office 2_5': 260.49936, 'school_mbo_7': 1924.2654147610174, 'EV_bus_charging_station_8': 393628.4867617859}","{'hh3_consumption [kWh]_1': 31.972147444285227, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 446.1, 'Office 2_5': 401.2, 'school_mbo_7': 1924.2654147610174, 'EV_bus_charging_station_8': 393628.4867617859}","{""hh3_consumption [kWh]_1"": 0.2767040765169, ""hh3_consumption [kWh]_2"": 0.21099182209079403, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 43.86062029102433, ""EV_bus_charging_station_8"": 4997.036107942135}","{""<class 'model.agents.Solar'>"": 115620.63215999998}","{""hh3_consumption [kWh]_1"": 0.11189359446190401, ""hh3_consumption [kWh]_2"": 0.08532087301707529, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.73635763328442, ""EV_bus_charging_station_8"": 2020.7014613296406}","{""hh3_consumption [kWh]_1"": 13.834705202698142, ""hh3_consumption [kWh]_2"": 13.807294413458658, ""Office 1_3"": 116.31961286557808, ""Office 2_5"": 106.24653941597808, ""school_mbo_7"": 779.0402566402382, ""EV_bus_charging_station_8"": 159176.3932849502}"
2021-10-05,"{'hh3_consumption [kWh]_1': 31.75641465684955, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 539.66792, 'Office 2_5': 391.93584, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 391920.0}","{'hh3_consumption [kWh]_1': 31.75641465684955, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 1228.4, 'Office 2_5': 694.9, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 391920.0}","{""hh3_consumption [kWh]_1"": 0.2997603557325883, ""hh3_consumption [kWh]_2"": 0.21099182209079403, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 43.86062029102433, ""EV_bus_charging_station_8"": 4997.036107942135}","{""<class 'model.agents.Solar'>"": 117152.49624000001}","{""hh3_consumption [kWh]_1"": 0.12121709265114405, ""hh3_consumption [kWh]_2"": 0.08532087301707529, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.73635763328442, ""EV_bus_charging_station_8"": 2020.7014613296406}","{""hh3_consumption [kWh]_1"": 13.747467178114904, ""hh3_consumption [kWh]_2"": 13.807294413458658, ""Office 1_3"": 219.13672170877808, ""Office 2_5"": 159.3968231983781, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 158485.51540821922}"
2021-10-06,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.119049870621673, 'Office 1_3': 824.19584, 'Office 2_5': 498.11568, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 396720.0}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.119049870621673, 'Office 1_3': 1811.8, 'Office 2_5': 826.4000000000001, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 396720.0}","{""hh3_consumption [kWh]_1"": 0.2997603557325883, ""hh3_consumption [kWh]_2"": 0.19096522101570823, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 43.86062029102433, ""EV_bus_charging_station_8"": 4997.036107942135}","{""<class 'model.agents.Solar'>"": 153710.17248}","{""hh3_consumption [kWh]_1"": 0.12121709265114405, ""hh3_consumption [kWh]_2"": 0.07722251607433209, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.73635763328442, ""EV_bus_charging_station_8"": 2020.7014613296406}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.445929605860073, ""Office 1_3"": 334.19412199837814, ""Office 2_5"": 202.3338268975781, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 160426.5394082192}"
2021-10-07,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 262.1784, 'Office 2_5': 278.5072, 'school_mbo_7': 2510.393099638406, 'EV_bus_charging_station_8': 444428.3913694265}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 430.4, 'Office 2_5': 299.70000000000005, 'school_mbo_7': 2510.393099638406, 'EV_bus_charging_station_8': 444428.3913694265}","{""hh3_consumption [kWh]_1"": 0.2997603557325883, ""hh3_consumption [kWh]_2"": 0.19096522101570823, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 49.95864059755206, ""EV_bus_charging_station_8"": 6589.202850832415}","{""<class 'model.agents.Solar'>"": 140487.4248}","{""hh3_consumption [kWh]_1"": 0.12121709265114405, ""hh3_consumption [kWh]_2"": 0.07722251607433209, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 20.202275084838103, ""EV_bus_charging_station_8"": 2664.541848819612}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 106.92550961117809, ""Office 2_5"": 113.5285497551781, ""school_mbo_7"": 1016.0585698509566, ""EV_bus_charging_station_8"": 179718.85871018787}"
2021-10-08,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 20.978463497270546, 'Office 1_3': 448.59999999999997, 'Office 2_5': 378.20000000000005, 'school_mbo_7': 2541.1779386271864, 'EV_bus_charging_station_8': 393240.0}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 20.978463497270546, 'Office 1_3': 1467.9, 'Office 2_5': 714.7, 'school_mbo_7': 2541.1779386271864, 'EV_bus_charging_station_8': 393240.0}","{""hh3_consumption [kWh]_1"": 0.2997603557325883, ""hh3_consumption [kWh]_2"": 0.20797152795229157, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 64.25679385596567, ""EV_bus_charging_station_8"": 6589.202850832415}","{""<class 'model.agents.Solar'>"": 171522.72}","{""hh3_consumption [kWh]_1"": 0.12121709265114405, ""hh3_consumption [kWh]_2"": 0.08409952647334767, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 25.9841622994754, ""EV_bus_charging_station_8"": 2664.541848819612}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.389079288204345, ""Office 1_3"": 182.31067621917808, ""Office 2_5"": 153.84232421917807, ""school_mbo_7"": 1028.5073430412397, ""EV_bus_charging_station_8"": 159019.2970082192}"
2021-10-09,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 747.7272, 'Office 2_5': 451.75440000000003, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 371479.5744967225}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 1815.7999999999997, 'Office 2_5': 852.1, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 371479.5744967225}","{""hh3_consumption [kWh]_1"": 0.2997603557325883, ""hh3_consumption [kWh]_2"": 0.20797152795229157, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 64.25679385596567, ""EV_bus_charging_station_8"": 4967.558616208153}","{""<class 'model.agents.Solar'>"": 240484.65839999996}","{""hh3_consumption [kWh]_1"": 0.12121709265114405, ""hh3_consumption [kWh]_2"": 0.08409952647334767, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 25.9841622994754, ""EV_bus_charging_station_8"": 2008.781353222253}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 303.2717333551781, ""Office 2_5"": 183.58625249117807, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 150219.8161432038}"
2021-10-10,"{'hh3_consumption [kWh]_1': 21.03998521173498, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 202.90120000000002, 'Office 2_5': 258.70000000000005, 'school_mbo_7': 1951.1015760585135, 'EV_bus_charging_station_8': 411447.2662288587}","{'hh3_consumption [kWh]_1': 21.03998521173498, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 367.69999999999993, 'Office 2_5': 326.0, 'school_mbo_7': 1951.1015760585135, 'EV_bus_charging_station_8': 411447.2662288587}","{""hh3_consumption [kWh]_1"": 0.17864823155242027, ""hh3_consumption [kWh]_2"": 0.20797152795229157, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 41.0012698726112, ""EV_bus_charging_station_8"": 4966.739014650058}","{""<class 'model.agents.Solar'>"": 229015.6728}","{""hh3_consumption [kWh]_1"": 0.0722417718751677, ""hh3_consumption [kWh]_2"": 0.08409952647334767, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.58009351108652, ""EV_bus_charging_station_8"": 2008.4499227441906}","{""hh3_consumption [kWh]_1"": 9.413957439099471, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 82.95499547517808, ""Office 2_5"": 105.51891421917809, ""school_mbo_7"": 789.8922635457197, ""EV_bus_charging_station_8"": 166381.95132584506}"
2021-10-11,"{'hh3_consumption [kWh]_1': 31.904362713983325, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 541.1160000000001, 'Office 2_5': 529.3319999999999, 'school_mbo_7': 1923.1472671163115, 'EV_bus_charging_station_8': 395040.0}","{'hh3_consumption [kWh]_1': 31.904362713983325, 'hh3_consumption [kWh]_2': 31.904362713983325, 'Office 1_3': 1647.4, 'Office 2_5': 1568.0, 'school_mbo_7': 1923.1472671163115, 'EV_bus_charging_station_8': 395040.0}","{""hh3_consumption [kWh]_1"": 0.17864823155242027, ""hh3_consumption [kWh]_2"": 0.20797152795229157, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 44.12256109016286, ""EV_bus_charging_station_8"": 4966.739014650058}","{""<class 'model.agents.Solar'>"": 165278.892}","{""hh3_consumption [kWh]_1"": 0.0722417718751677, ""hh3_consumption [kWh]_2"": 0.08409952647334767, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.842281253640056, ""EV_bus_charging_station_8"": 2008.4499227441906}","{""hh3_consumption [kWh]_1"": 13.807294413458658, ""hh3_consumption [kWh]_2"": 13.807294413458658, ""Office 1_3"": 219.72229629917808, ""Office 2_5"": 214.95708237917808, ""school_mbo_7"": 778.5881000956722, ""EV_bus_charging_station_8"": 159747.18100821917}"
2021-10-12,"{'hh3_consumption [kWh]_1': 31.95998497058276, 'hh3_consumption [kWh]_2': 31.926669512174918, 'Office 1_3': 607.2672, 'Office 2_5': 615.1344, 'school_mbo_7': 2534.8073624900467, 'EV_bus_charging_station_8': 370706.0505889489}","{'hh3_consumption [kWh]_1': 31.95998497058276, 'hh3_consumption [kWh]_2': 31.926669512174918, 'Office 1_3': 1427.1, 'Office 2_5': 1499.6999999999998, 'school_mbo_7': 2534.8073624900467, 'EV_bus_charging_station_8': 370706.0505889489}","{""hh3_consumption [kWh]_1"": 0.2600751184561294, ""hh3_consumption [kWh]_2"": 0.2140478165107953, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 43.18928950139366, ""EV_bus_charging_station_8"": 3337.9778125417142}","{""<class 'model.agents.Solar'>"": 188021.0784}","{""hh3_consumption [kWh]_1"": 0.10516917640128962, ""hh3_consumption [kWh]_2"": 0.0865566560406354, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.464884888573568, ""EV_bus_charging_station_8"": 1349.8114678356183}","{""hh3_consumption [kWh]_1"": 13.82978694158234, ""hh3_consumption [kWh]_2"": 13.816314836511376, ""Office 1_3"": 246.4725185551781, ""Office 2_5"": 249.6538568911781, ""school_mbo_7"": 1025.9312094629029, ""EV_bus_charging_station_8"": 149907.01854537838}"
2021-10-13,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.09502719655731, 'Office 1_3': 650.5568000000001, 'Office 2_5': 564.4136000000001, 'school_mbo_7': 2514.315662252046, 'EV_bus_charging_station_8': 405595.1660240252}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.09502719655731, 'Office 1_3': 1635.3000000000002, 'Office 2_5': 1226.1, 'school_mbo_7': 2514.315662252046, 'EV_bus_charging_station_8': 405595.1660240252}","{""hh3_consumption [kWh]_1"": 0.2600751184561294, ""hh3_consumption [kWh]_2"": 0.15679873102348063, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 59.51439937158631, ""EV_bus_charging_station_8"": 3564.90226357933}","{""<class 'model.agents.Solar'>"": 200581.80959999998}","{""hh3_consumption [kWh]_1"": 0.10516917640128962, ""hh3_consumption [kWh]_2"": 0.06340627085127509, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.066432817882074, ""EV_bus_charging_station_8"": 1441.5751773462096}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.436215316921926, ""Office 1_3"": 263.9779670031781, ""Office 2_5"": 229.14337978717808, ""school_mbo_7"": 1017.6447757206605, ""EV_bus_charging_station_8"": 164015.4790450145}"
2021-10-14,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 560.5568000000001, 'Office 2_5': 417.6136, 'school_mbo_7': 2488.0350208921254, 'EV_bus_charging_station_8': 411906.8651888402}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 1717.0, 'Office 2_5': 1087.1999999999998, 'school_mbo_7': 2488.0350208921254, 'EV_bus_charging_station_8': 411906.8651888402}","{""hh3_consumption [kWh]_1"": 0.2600751184561294, ""hh3_consumption [kWh]_2"": 0.15679873102348063, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 61.54704934709207, ""EV_bus_charging_station_8"": 3245.957546131798}","{""<class 'model.agents.Solar'>"": 144102.8496}","{""hh3_consumption [kWh]_1"": 0.10516917640128962, ""hh3_consumption [kWh]_2"": 0.06340627085127509, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.88839581497709, ""EV_bus_charging_station_8"": 1312.6003125047764}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 227.58376700317808, ""Office 2_5"": 169.78039578717807, ""school_mbo_7"": 1007.0174099675359, ""EV_bus_charging_station_8"": 166567.80395328242}"
2021-10-15,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 492.0784, 'Office 2_5': 418.05679999999995, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 455945.6671909243}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 1470.3000000000002, 'Office 2_5': 1058.1000000000001, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 455945.6671909243}","{""hh3_consumption [kWh]_1"": 0.2600751184561294, ""hh3_consumption [kWh]_2"": 0.15679873102348063, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 61.54704934709207, ""EV_bus_charging_station_8"": 6596.66261406018}","{""<class 'model.agents.Solar'>"": 174949.0248}","{""hh3_consumption [kWh]_1"": 0.10516917640128962, ""hh3_consumption [kWh]_2"": 0.06340627085127509, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.88839581497709, ""EV_bus_charging_station_8"": 2667.558427873656}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 199.89247161117808, ""Office 2_5"": 169.9596170031781, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 184376.21470688513}"
2021-10-16,"{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 259.1992, 'Office 2_5': 268.6, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 420600.0}","{'hh3_consumption [kWh]_1': 21.08531923310009, 'hh3_consumption [kWh]_2': 21.08531923310009, 'Office 1_3': 497.29999999999995, 'Office 2_5': 359.2, 'school_mbo_7': 2522.3635000000004, 'EV_bus_charging_station_8': 420600.0}","{""hh3_consumption [kWh]_1"": 0.2600751184561294, ""hh3_consumption [kWh]_2"": 0.15679873102348063, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 61.54704934709207, ""EV_bus_charging_station_8"": 6596.66261406018}","{""<class 'model.agents.Solar'>"": 174371.34240000002}","{""hh3_consumption [kWh]_1"": 0.10516917640128962, ""hh3_consumption [kWh]_2"": 0.06340627085127509, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.88839581497709, ""EV_bus_charging_station_8"": 2667.558427873656}","{""hh3_consumption [kWh]_1"": 9.432289610659096, ""hh3_consumption [kWh]_2"": 9.432289610659096, ""Office 1_3"": 105.72078071517808, ""Office 2_5"": 109.52227621917808, ""school_mbo_7"": 1020.899160349178, ""EV_bus_charging_station_8"": 170083.1338082192}"
2021-10-17,"{'hh3_consumption [kWh]_1': 20.970884606389966, 'hh3_consumption [kWh]_2': 21.02729555603625, 'Office 1_3': 204.5928, 'Office 2_5': 265.4, 'school_mbo_7': 1927.7665612287826, 'EV_bus_charging_station_8': 432720.0}","{'hh3_consumption [kWh]_1': 20.970884606389966, 'hh3_consumption [kWh]_2': 21.02729555603625, 'Office 1_3': 357.29999999999995, 'Office 2_5': 352.7, 'school_mbo_7': 1927.7665612287826, 'EV_bus_charging_station_8': 432720.0}","{""hh3_consumption [kWh]_1"": 0.2596639937100089, ""hh3_consumption [kWh]_2"": 0.27765349395250305, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 47.51848262661028, ""EV_bus_charging_station_8"": 6596.66261406018}","{""<class 'model.agents.Solar'>"": 177034.8216}","{""hh3_consumption [kWh]_1"": 0.10500292577645341, ""hh3_consumption [kWh]_2"": 0.11227751988451318, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.215524004548666, ""EV_bus_charging_station_8"": 2667.558427873656}","{""hh3_consumption [kWh]_1"": 9.386014536310055, ""hh3_consumption [kWh]_2"": 9.408825996128021, ""Office 1_3"": 83.63904468317808, ""Office 2_5"": 108.2282602191781, ""school_mbo_7"": 780.4560502488731, ""EV_bus_charging_station_8"": 174984.21940821919}"
